id	hit_rfam_acc	fam_name	hit_clan_acc	olp	e_value
URS00000083F0	RF00177	SSU_rRNA_bacteria	CL00111	^	6.6e-120
URS00000083F1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000083F2	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000083F4	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000083F7	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-167
URS00000083F9	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000083FB	RF00177	SSU_rRNA_bacteria	CL00111	*	2.9e-38
URS00000083FC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000083FD	RF02543	LSU_rRNA_eukarya	CL00112	*	3.6e-15
URS00000083FE	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS00000083FF	RF01959	SSU_rRNA_archaea	CL00111	^	5.4e-64
URS0000008400	RF02543	LSU_rRNA_eukarya	CL00112	^	4.8e-66
URS0000008401	RF02541	LSU_rRNA_bacteria	CL00112	^	0.0
URS0000008403	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-49
URS0000008404	RF01960	SSU_rRNA_eukarya	CL00111	^	1.1e-267
URS0000008405	RF00177	SSU_rRNA_bacteria	CL00111	^	8.2e-117
URS0000008406	RF00177	SSU_rRNA_bacteria	CL00111	^	5.2e-136
URS0000008407	RF00177	SSU_rRNA_bacteria	CL00111	^	8.5e-52
URS0000008408	RF00177	SSU_rRNA_bacteria	CL00111	*	2e-25
URS000000840B	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-144
URS000000840C	RF00503	RNAIII	-	*	5.5e-153
URS000000840D	RF00177	SSU_rRNA_bacteria	CL00111	^	4.1e-212
URS000000840E	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-102
URS000000840F	RF01959	SSU_rRNA_archaea	CL00111	^	4.6e-63
URS0000008410	RF00005	tRNA	CL00001	*	1.3e-12
URS0000008411	RF00005	tRNA	CL00001	*	2.4e-11
URS0000008412	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-114
URS0000008413	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008414	RF02541	LSU_rRNA_bacteria	CL00112	^	5.3e-39
URS0000008415	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008416	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-108
URS0000008417	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS0000008418	RF02540	LSU_rRNA_archaea	CL00112	^	6e-20
URS000000841A	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-152
URS000000841B	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-92
URS000000841C	RF00177	SSU_rRNA_bacteria	CL00111	^	9.4e-238
URS000000841F	RF00177	SSU_rRNA_bacteria	CL00111	*	3e-16
URS0000008420	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-108
URS0000008421	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-210
URS0000008422	RF02543	LSU_rRNA_eukarya	CL00112	^	2.7e-182
URS0000008424	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008425	RF00005	tRNA	CL00001	*	2.9e-15
URS0000008426	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008427	RF00177	SSU_rRNA_bacteria	CL00111	*	3.2e-30
URS0000008428	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-285
URS0000008429	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000842A	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-135
URS000000842C	RF00177	SSU_rRNA_bacteria	CL00111	^	3.5e-105
URS000000842D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000842F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008430	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008431	RF00177	SSU_rRNA_bacteria	CL00111	^	7.5e-251
URS0000008432	RF01960	SSU_rRNA_eukarya	CL00111	^	3.1e-292
URS0000008434	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008435	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-44
URS0000008436	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008438	RF00001	5S_rRNA	-	*	8.1e-16
URS000000843A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000843C	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-95
URS000000843D	RF00177	SSU_rRNA_bacteria	CL00111	^	5.5e-107
URS000000843E	RF00005	tRNA	CL00001	*	9.1e-15
URS0000008440	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008441	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-134
URS0000008442	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-104
URS0000008444	RF01960	SSU_rRNA_eukarya	CL00111	^	4.5e-97
URS0000008445	RF00177	SSU_rRNA_bacteria	CL00111	^	8e-109
URS0000008446	RF01959	SSU_rRNA_archaea	CL00111	^	1.8e-289
URS0000008447	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-163
URS0000008448	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-238
URS0000008449	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000844A	RF01960	SSU_rRNA_eukarya	CL00111	^	6.9e-107
URS000000844B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000844C	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-56
URS000000844F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008450	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-55
URS0000008451	RF00177	SSU_rRNA_bacteria	CL00111	^	6e-140
URS0000008452	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008453	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008454	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008455	RF00001	5S_rRNA	-	*	6.9e-13
URS0000008456	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-196
URS0000008458	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-190
URS0000008459	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-56
URS000000845B	RF00177	SSU_rRNA_bacteria	CL00111	^	8e-283
URS000000845D	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-248
URS000000845E	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000845F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008460	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-157
URS0000008461	RF00177	SSU_rRNA_bacteria	CL00111	^	9.6e-239
URS0000008463	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-193
URS0000008464	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-116
URS0000008465	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-277
URS0000008466	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-258
URS0000008467	RF00177	SSU_rRNA_bacteria	CL00111	^	6.4e-59
URS0000008468	RF00177	SSU_rRNA_bacteria	CL00111	^	5.4e-149
URS0000008469	RF01960	SSU_rRNA_eukarya	CL00111	^	4.3e-234
URS000000846A	RF00177	SSU_rRNA_bacteria	CL00111	^	9.7e-269
URS000000846C	RF00177	SSU_rRNA_bacteria	CL00111	^	2.3e-174
URS000000846D	RF00177	SSU_rRNA_bacteria	CL00111	^	2e-83
URS000000846E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000846F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008471	RF00177	SSU_rRNA_bacteria	CL00111	^	4.3e-107
URS0000008472	RF00005	tRNA	CL00001	*	4.5e-09
URS0000008473	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008474	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-116
URS0000008476	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008478	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008479	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000847B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000847D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000847E	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-147
URS000000847F	RF00177	SSU_rRNA_bacteria	CL00111	^	7.6e-55
URS0000008481	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-192
URS0000008482	RF01960	SSU_rRNA_eukarya	CL00111	^	2.4e-20
URS0000008482	RF00002	5_8S_rRNA	-	*	2.1e-11
URS0000008483	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008484	RF02541	LSU_rRNA_bacteria	CL00112	^	6.5e-75
URS0000008485	RF00177	SSU_rRNA_bacteria	CL00111	^	7.8e-136
URS0000008486	RF00177	SSU_rRNA_bacteria	CL00111	*	5.8e-30
URS0000008487	RF00177	SSU_rRNA_bacteria	CL00111	^	4.6e-68
URS0000008489	RF00005	tRNA	CL00001	*	9.4e-14
URS000000848A	RF00177	SSU_rRNA_bacteria	CL00111	*	2.4e-19
URS000000848B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000848C	RF01959	SSU_rRNA_archaea	CL00111	^	2.8e-244
URS000000848D	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-293
URS000000848E	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000848F	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-269
URS0000008490	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-186
URS0000008491	RF01960	SSU_rRNA_eukarya	CL00111	*	1.4e-40
URS0000008492	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-250
URS0000008493	RF02541	LSU_rRNA_bacteria	CL00112	^	5.1e-75
URS0000008494	RF02541	LSU_rRNA_bacteria	CL00112	^	0.0
URS0000008495	RF01959	SSU_rRNA_archaea	CL00111	^	0.0
URS0000008496	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-294
URS0000008497	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008498	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008499	RF00177	SSU_rRNA_bacteria	CL00111	^	6.8e-112
URS000000849A	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000849B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000849C	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-285
URS000000849D	RF00177	SSU_rRNA_bacteria	CL00111	^	9.8e-38
URS000000849E	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-141
URS000000849F	RF01960	SSU_rRNA_eukarya	CL00111	*	1.3e-16
URS00000084A1	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-98
URS00000084A2	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-59
URS00000084A3	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-151
URS00000084A4	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-126
URS00000084A5	RF00177	SSU_rRNA_bacteria	CL00111	^	9.8e-108
URS00000084A6	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-104
URS00000084A7	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084A8	RF00005	tRNA	CL00001	*	1.4e-14
URS00000084A9	RF01960	SSU_rRNA_eukarya	CL00111	^	1.5e-95
URS00000084AA	RF00177	SSU_rRNA_bacteria	CL00111	^	4.3e-55
URS00000084AB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084AD	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084AE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084AF	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-130
URS00000084B1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084B2	RF00177	SSU_rRNA_bacteria	CL00111	^	2.4e-137
URS00000084B6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084B7	RF02543	LSU_rRNA_eukarya	CL00112	^	8.1e-100
URS00000084B8	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084B9	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084BB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084BC	RF02543	LSU_rRNA_eukarya	CL00112	^	6e-203
URS00000084BD	RF02541	LSU_rRNA_bacteria	CL00112	^	5.7e-53
URS00000084BE	RF00177	SSU_rRNA_bacteria	CL00111	^	4.8e-133
URS00000084BF	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-111
URS00000084C0	RF00177	SSU_rRNA_bacteria	CL00111	^	7.6e-218
URS00000084C1	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084C2	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084C3	RF01960	SSU_rRNA_eukarya	CL00111	*	5.5e-25
URS00000084C5	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084C6	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-116
URS00000084C8	RF01959	SSU_rRNA_archaea	CL00111	^	5e-160
URS00000084C9	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084CB	RF02541	LSU_rRNA_bacteria	CL00112	^	2e-53
URS00000084CC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084CD	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084CE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084CF	RF00177	SSU_rRNA_bacteria	CL00111	^	5.5e-258
URS00000084D0	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-198
URS00000084D1	RF00177	SSU_rRNA_bacteria	CL00111	^	5e-163
URS00000084D2	RF00005	tRNA	CL00001	*	7.6e-17
URS00000084D3	RF00005	tRNA	CL00001	*	3.5e-12
URS00000084D4	RF02543	LSU_rRNA_eukarya	CL00112	^	2.5e-55
URS00000084D5	RF02543	LSU_rRNA_eukarya	CL00112	^	2.5e-222
URS00000084D6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084D7	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084D8	RF01960	SSU_rRNA_eukarya	CL00111	^	1.1e-44
URS00000084DA	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-294
URS00000084DC	RF00002	5_8S_rRNA	-	*	1.4e-46
URS00000084DE	RF00177	SSU_rRNA_bacteria	CL00111	^	6.3e-130
URS00000084DF	RF01960	SSU_rRNA_eukarya	CL00111	^	6.1e-162
URS00000084E3	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084E4	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084E5	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-58
URS00000084E6	RF00177	SSU_rRNA_bacteria	CL00111	^	6.2e-119
URS00000084E9	RF00177	SSU_rRNA_bacteria	CL00111	^	8.8e-197
URS00000084EA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084EB	RF00002	5_8S_rRNA	-	*	2.3e-39
URS00000084ED	RF00177	SSU_rRNA_bacteria	CL00111	^	8.7e-142
URS00000084EE	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084EF	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084F0	RF02541	LSU_rRNA_bacteria	CL00112	^	0.0
URS00000084F3	RF00005	tRNA	CL00001	*	9.2e-08
URS00000084F4	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084F6	RF00177	SSU_rRNA_bacteria	CL00111	^	6.8e-63
URS00000084F7	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-133
URS00000084F8	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-112
URS00000084F9	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-126
URS00000084FA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084FB	RF00001	5S_rRNA	-	*	3.9e-11
URS00000084FC	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084FD	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000084FE	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-118
URS0000008500	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008501	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008502	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008503	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008504	RF00005	tRNA	CL00001	*	1.3e-14
URS0000008505	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008506	RF02541	LSU_rRNA_bacteria	CL00112	^	0.0
URS0000008507	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS0000008508	RF00177	SSU_rRNA_bacteria	CL00111	^	4.3e-243
URS0000008509	RF01959	SSU_rRNA_archaea	CL00111	^	9.9e-161
URS000000850A	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-261
URS000000850B	RF00177	SSU_rRNA_bacteria	CL00111	^	9.1e-166
URS000000850C	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-134
URS000000850E	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-117
URS0000008510	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-196
URS0000008511	RF02543	LSU_rRNA_eukarya	CL00112	^	7.5e-113
URS0000008512	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008514	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-202
URS0000008515	RF01959	SSU_rRNA_archaea	CL00111	^	2.6e-112
URS0000008516	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-139
URS0000008517	RF00177	SSU_rRNA_bacteria	CL00111	^	1.6e-207
URS0000008518	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008519	RF00177	SSU_rRNA_bacteria	CL00111	^	6.6e-137
URS000000851C	RF00177	SSU_rRNA_bacteria	CL00111	^	3.1e-290
URS000000851D	RF00177	SSU_rRNA_bacteria	CL00111	^	4e-236
URS000000851E	RF00177	SSU_rRNA_bacteria	CL00111	^	3.6e-65
URS0000008520	RF02541	LSU_rRNA_bacteria	CL00112	^	2.5e-55
URS0000008522	RF02541	LSU_rRNA_bacteria	CL00112	^	2.7e-46
URS0000008523	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-222
URS0000008524	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008525	RF00177	SSU_rRNA_bacteria	CL00111	^	3.7e-266
URS0000008526	RF01960	SSU_rRNA_eukarya	CL00111	^	6e-146
URS0000008528	RF00177	SSU_rRNA_bacteria	CL00111	^	2.5e-272
URS0000008529	RF01959	SSU_rRNA_archaea	CL00111	^	1.6e-220
URS000000852A	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-223
URS000000852B	RF00177	SSU_rRNA_bacteria	CL00111	^	3.6e-298
URS000000852D	RF01959	SSU_rRNA_archaea	CL00111	^	5.5e-142
URS000000852E	RF00005	tRNA	CL00001	*	3.7e-07
URS000000852F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008530	RF00177	SSU_rRNA_bacteria	CL00111	^	3.3e-280
URS0000008531	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008533	RF00177	SSU_rRNA_bacteria	CL00111	^	6.1e-45
URS0000008535	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-166
URS0000008536	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-282
URS0000008538	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008539	RF00177	SSU_rRNA_bacteria	CL00111	^	4.2e-100
URS000000853A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000853B	RF00005	tRNA	CL00001	*	4.9e-12
URS000000853C	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000853D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000853F	RF00177	SSU_rRNA_bacteria	CL00111	^	5.9e-123
URS0000008540	RF00177	SSU_rRNA_bacteria	CL00111	^	8.3e-259
URS0000008542	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008544	RF00177	SSU_rRNA_bacteria	CL00111	^	4.7e-195
URS0000008545	RF00005	tRNA	CL00001	*	1.2e-14
URS0000008546	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008547	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008548	RF00177	SSU_rRNA_bacteria	CL00111	^	2.1e-95
URS0000008549	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-178
URS000000854A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000854B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000854D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000854E	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-60
URS0000008550	RF00001	5S_rRNA	-	*	1.1e-14
URS0000008551	RF01960	SSU_rRNA_eukarya	CL00111	^	1.7e-255
URS0000008552	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008553	RF00177	SSU_rRNA_bacteria	CL00111	^	1e-120
URS0000008555	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008556	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008557	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008558	RF00177	SSU_rRNA_bacteria	CL00111	^	4e-145
URS0000008559	RF00177	SSU_rRNA_bacteria	CL00111	^	6e-211
URS000000855A	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-121
URS000000855B	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000855C	RF00177	SSU_rRNA_bacteria	CL00111	^	1.1e-122
URS000000855D	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000855E	RF00177	SSU_rRNA_bacteria	CL00111	^	2.8e-61
URS000000855F	RF01960	SSU_rRNA_eukarya	CL00111	^	9.8e-214
URS0000008560	RF00177	SSU_rRNA_bacteria	CL00111	^	3.4e-97
URS0000008562	RF00005	tRNA	CL00001	*	1.7e-15
URS0000008563	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-117
URS0000008564	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008566	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008569	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000856A	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000856B	RF00177	SSU_rRNA_bacteria	CL00111	*	3e-33
URS000000856C	RF00177	SSU_rRNA_bacteria	CL00111	^	2.6e-249
URS000000856E	RF02541	LSU_rRNA_bacteria	CL00112	^	7.2e-28
URS000000856F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008570	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008572	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008573	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008574	RF00177	SSU_rRNA_bacteria	CL00111	^	8.2e-137
URS0000008575	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008576	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008577	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008578	RF00005	tRNA	CL00001	*	7.1e-13
URS000000857B	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-83
URS000000857C	RF00005	tRNA	CL00001	*	2.1e-09
URS000000857D	RF02543	LSU_rRNA_eukarya	CL00112	^	2.4e-108
URS000000857E	RF00177	SSU_rRNA_bacteria	CL00111	*	8.2e-32
URS000000857F	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008583	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008584	RF01959	SSU_rRNA_archaea	CL00111	*	9.9e-22
URS0000008585	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008586	RF00005	tRNA	CL00001	*	5.7e-17
URS0000008588	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-222
URS0000008589	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000858A	RF01960	SSU_rRNA_eukarya	CL00111	^	0.0
URS000000858B	RF00177	SSU_rRNA_bacteria	CL00111	^	1.5e-112
URS000000858C	RF00177	SSU_rRNA_bacteria	CL00111	^	3.1e-130
URS000000858D	RF01959	SSU_rRNA_archaea	CL00111	^	0.0
URS000000858E	RF00177	SSU_rRNA_bacteria	CL00111	^	2.9e-58
URS0000008591	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008592	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008595	RF01960	SSU_rRNA_eukarya	CL00111	^	1e-238
URS0000008596	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS0000008597	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-201
URS0000008598	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS000000859A	RF00177	SSU_rRNA_bacteria	CL00111	^	3e-128
URS000000859D	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-219
URS000000859E	RF00177	SSU_rRNA_bacteria	CL00111	^	3.1e-117
URS000000859F	RF00001	5S_rRNA	-	*	2.9e-27
URS00000085A0	RF00177	SSU_rRNA_bacteria	CL00111	^	3.5e-282
URS00000085A1	RF00177	SSU_rRNA_bacteria	CL00111	*	1.4e-31
URS00000085A2	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000085A3	RF02540	LSU_rRNA_archaea	CL00112	^	1e-28
URS00000085A4	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000085A5	RF00177	SSU_rRNA_bacteria	CL00111	^	2.2e-137
URS00000085A6	RF00177	SSU_rRNA_bacteria	CL00111	^	1.4e-53
URS00000085A7	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000085A9	RF00177	SSU_rRNA_bacteria	CL00111	^	1.2e-115
URS00000085AA	RF00177	SSU_rRNA_bacteria	CL00111	^	8.2e-107
URS00000085AB	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000085AD	RF00177	SSU_rRNA_bacteria	CL00111	^	4.2e-138
URS00000085AE	RF00177	SSU_rRNA_bacteria	CL00111	^	1.9e-114
URS00000085AF	RF02543	LSU_rRNA_eukarya	CL00112	^	6.3e-55
URS00000085B0	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000085B1	RF01960	SSU_rRNA_eukarya	CL00111	^	2.4e-101
URS00000085B3	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000085B4	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000085B5	RF02541	LSU_rRNA_bacteria	CL00112	^	2.9e-28
URS00000085B6	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000085B7	RF00177	SSU_rRNA_bacteria	CL00111	^	3.6e-52
URS00000085B8	RF02543	LSU_rRNA_eukarya	CL00112	^	7.5e-161
URS00000085BA	RF00177	SSU_rRNA_bacteria	CL00111	^	0.0
URS00000085BB	RF00177	SSU_rRNA_bacteria	CL00111	^	1.7e-120
URS00000085BC	RF00177	SSU_rRNA_bacteria	CL00111	^	1.3e-207
